question,answer,label
How does NVDA look through Peter Lynch's financial ratio lens?,"NVIDIA (NVDA) is a classic Fast Grower by Lynch's criteria. Its EPS growth has exceeded 80% driven by AI chip demand, revenue growth has approached 80%, and the PEG ratio has remained below 1.0 despite a high P/E — meaning the market is actually underpricing the growth rate. ROE is exceptionally high above 100%, reflecting the asset-light nature of chip design. Lynch would appreciate the clean balance sheet with low debt. His concern would be whether AI infrastructure spending can sustain this growth rate.",Financial Ratios
How does MSFT look through Peter Lynch's financial ratio lens?,"Microsoft (MSFT) is a Stalwart in Lynch's framework — a large, well-managed company growing steadily at 12 to 14% annually. ROE around 34% and profit margins above 35% reflect durable competitive advantages in cloud and software. The PEG near 2.3 is fair but not cheap. Lynch would hold MSFT as a core defensive position — not expecting a ten-bagger but confident it will be worth more in five years. He would add on pullbacks when the P/E approaches its five-year average.",Financial Ratios
How does KO look through Peter Lynch's financial ratio lens?,"Coca-Cola (KO) is a Slow Grower — Lynch's least exciting category. EPS growth is around 6%, revenue growth near 3%, and the PEG above 4.0 means you are paying a large premium for modest growth. The attraction is a 3% dividend and near-certain business stability. Lynch would only own KO for income purposes and would not expect price appreciation. He would be cautious about buying at current valuations and would wait for the dividend yield to exceed 3.5% before adding.",Financial Ratios
How does NVDA's ROE compare to the Dow Jones average?,"NVIDIA's ROE of over 100% is extraordinary compared to the Dow Jones average ROE of roughly 20 to 30%. This reflects the economics of fabless semiconductor design — NVDA designs chips but outsources manufacturing to TSMC, requiring very little equity capital to generate enormous profits. Lynch would see this as a high-quality business model. He compared ROE to the interest rate on a savings account — the higher the ROE, the faster the company compounds value for shareholders over time.",Financial Ratios
What financial ratios define a Fast Grower in Lynch's framework?,"A Lynch Fast Grower typically shows EPS growth above 20% annually, revenue growth above 15%, a PEG ratio below 1.5, low to moderate debt (D/E below 50%), and expanding profit margins. The company should also have a large underpenetrated addressable market — room to grow for many more years. Lynch's classic Fast Growers included Walmart in the 1970s, Home Depot in the 1980s, and Starbucks in the 1990s. Today, NVDA fits this profile during the AI infrastructure buildout.",Financial Ratios
What financial ratios define a Stalwart in Lynch's framework?,"A Stalwart is a large company with consistent but moderate growth — EPS growth of 10 to 15%, stable profit margins, strong ROE above 15%, moderate debt, and a PEG typically between 1.5 and 2.5. Lynch held Stalwarts as ballast in his portfolio — they would not deliver ten-baggers but would protect capital during recessions. He sold Stalwarts when the stock appreciated 30 to 50% and rotated into cheaper opportunities. MSFT and AAPL fit this profile today.",Financial Ratios
What financial ratios define a Slow Grower in Lynch's framework?,"A Slow Grower shows EPS growth below 5%, revenue growth below 3%, a high PEG above 3.0, and typically pays a dividend above 2.5%. Lynch owned Slow Growers only for their dividends and never expected capital appreciation. He warned that if a Slow Grower cuts its dividend, there is no reason to own it. KO, VZ, and DUK are classic Slow Growers. Lynch said you might as well put your money in a savings account if you own too many Slow Growers.",Financial Ratios
What financial ratios define a Cyclical in Lynch's framework?,"Cyclicals are tricky because their P/E ratios are misleadingly low at the wrong time. Lynch's rule: buy Cyclicals when the P/E is HIGH — meaning earnings are depressed — and sell when the P/E is LOW — meaning earnings are peaking. Revenue growth turning positive after a decline is a buy signal. High debt (D/E above 150%) is a danger sign in Cyclicals because downturns can become bankruptcies. CAT, F, and MU are classic Cyclicals.",Financial Ratios
What financial ratios define a Turnaround in Lynch's framework?,"A Turnaround shows negative or minimal EPS growth that Lynch expects to recover. He looked for improving gross margins quarter over quarter, declining debt, and management that has a credible plan. Revenue stabilizing after a decline is an early positive signal. Lynch did not use PEG for Turnarounds — earnings may be negative or erratic. Instead he focused on the balance sheet: enough cash to survive the restructuring, and assets worth more than the market cap implies. DIS and INTC are current Turnaround candidates.",Financial Ratios
What financial ratios define an Asset Play in Lynch's framework?,"An Asset Play is a company whose hidden assets — real estate, patents, brand value, cash holdings, or natural resources — are worth more than the entire market cap. Lynch looked for Price-to-Book below 1.0, large cash per share relative to stock price, or significant real estate holdings not reflected in earnings. These companies often have low ROE and mediocre growth, but the margin of safety is in the balance sheet. BRK-B and WY are Asset Play examples Lynch would evaluate on book value rather than earnings multiples.",Financial Ratios
How should investors interpret the fin_data_df financial dashboard?,"The financial dashboard displays key metrics for all selected stocks side by side, allowing Lynch-style comparative analysis. Green values indicate the metric exceeds Lynch's preferred threshold — for example ROE above 15%, EPS growth above 15%, or D/E below 100%. Red values indicate the metric falls below Lynch's comfort zone. The dashboard is designed to help you quickly identify which stocks deserve deeper research and which should be avoided based on Lynch's first-pass screening criteria.",Financial Ratios
Why does Lynch look at multiple financial ratios together rather than one in isolation?,"Lynch always evaluated stocks using a combination of ratios rather than a single number because no single metric tells the complete story. A company can have a low PEG but dangerous debt. Another can have high ROE but shrinking revenue. Lynch's checklist approach — looking at PEG, EPS growth, revenue growth, debt-to-equity, profit margins, and ROE together — gives a more complete picture of business quality and valuation. He called this the two-minute drill: if you cannot explain why a stock looks attractive across multiple dimensions in two minutes, you do not understand it well enough to own it.",Financial Ratios
What is the difference between gross margin and profit margin?,"Gross margin equals Gross Profit divided by Revenue and measures profitability after only subtracting the direct cost of goods sold. Profit margin equals Net Income divided by Revenue and measures profitability after all expenses including interest and taxes. Lynch paid attention to both. High gross margins above 50% indicate pricing power and competitive moats — software companies like MSFT have gross margins above 70%. Profit margins show operational efficiency. A company with 70% gross margins but only 5% profit margins has serious overhead or interest expense problems that Lynch would investigate.",Financial Ratios
How does the Dow Jones 30 portfolio serve as a starting point for Lynch-style analysis?,"The Dow Jones 30 represents America's largest and most established companies across diverse sectors — technology, healthcare, finance, consumer goods, industrials, and energy. For Lynch, this universe provides a ready-made screening list of well-known businesses. He believed ordinary investors have an edge because they interact with these companies daily — shopping at Walmart, using Microsoft Office, flying on planes with Boeing parts. Starting with the Dow 30 lets you apply Lynch's invest-in-what-you-know principle to companies you already understand.",Financial Ratios
What is freeCashflow and why does Lynch value it?,"Free Cash Flow equals Operating Cash Flow minus Capital Expenditures. It represents the actual cash a business generates after maintaining and growing its asset base — the money available to pay dividends, buy back shares, pay down debt, or reinvest in growth. Lynch valued free cash flow because it is harder to manipulate than earnings. A company reporting strong earnings but consistently negative free cash flow is a warning sign. He loved businesses that generated abundant free cash flow relative to their market cap — what today's analysts call a high free cash flow yield.",Financial Ratios
How does debtToEquity above 200 affect Lynch's view of a stock?,"A debt-to-equity ratio above 200 made Lynch very cautious. At these leverage levels, a company's equity holders own very little of the business relative to creditors. Any unexpected earnings shortfall or rising interest rates can trigger a debt crisis. Lynch pointed out that many famous bankruptcies — retail chains, airlines, cyclical manufacturers — had debt-to-equity above 300 before collapsing. He would only accept extreme leverage in regulated utilities or financial companies like banks, where it is structurally normal, and only if cash flows were highly predictable.",Financial Ratios
